Activity_ID,Name,District,Category,Description,Latitude,Longitude,Opening_Hours,Price_Level,Suitable_For,Duration_Hours
ACT_00931,Trincomalee Cycling Tour 0931,Trincomalee,Adventure,Adventure activity in Trincomalee suitable for family travelers.,8.511405,81.208921,06:00-18:00,Medium,Family,6
ACT_00932,Kalutara Surfing Lesson 0932,Kalutara,Beach,Beach activity in Kalutara suitable for group travelers.,6.578171,80.031921,08:00-17:00,High,Group,2
ACT_00933,Polonnaruwa Traditional Village Visit 0933,Polonnaruwa,Culture,Culture activity in Polonnaruwa suitable for solo travelers.,7.913388,80.94007,24 Hours,Low,Solo,2
ACT_00934,Ratnapura Ancient City Tour 0934,Ratnapura,Culture,Culture activity in Ratnapura suitable for kids travelers.,6.732139,80.4164,24 Hours,High,Kids,2
ACT_00935,Kandy Temple Visit 0935,Kandy,Culture,Culture activity in Kandy suitable for solo travelers.,7.315033,80.701544,09:00-18:00,Medium,Solo,6
ACT_00936,Anuradhapura Botanical Garden Walk 0936,Anuradhapura,Nature,Nature activity in Anuradhapura suitable for adventure travelers.,8.234948,80.379524,09:00-18:00,Medium,Adventure,5
ACT_00937,Galle Meditation Session 0937,Galle,Wellness,Wellness activity in Galle suitable for adventure travelers.,5.989428,80.292652,24 Hours,Medium,Adventure,6
ACT_00938,Ratnapura Cooking Class 0938,Ratnapura,Food,Food activity in Ratnapura suitable for solo travelers.,6.669381,80.447283,08:00-17:00,Low,Solo,2
ACT_00939,Kurunegala Zipline 0939,Kurunegala,Adventure,Adventure activity in Kurunegala suitable for couple travelers.,7.43902,80.345648,09:00-18:00,High,Couple,3
ACT_00940,Kurunegala Sacred Site Visit 0940,Kurunegala,Religious,Religious activity in Kurunegala suitable for kids travelers.,7.555849,80.385727,08:00-17:00,Medium,Kids,2
ACT_00941,Kilinochchi Heritage Walk 0941,Kilinochchi,Culture,Culture activity in Kilinochchi suitable for couple travelers.,9.427913,80.393155,24 Hours,Low,Couple,2
ACT_00942,Vavuniya Zipline 0942,Vavuniya,Adventure,Adventure activity in Vavuniya suitable for family travelers.,8.769319,80.464612,24 Hours,Medium,Family,1
ACT_00943,Galle Waterfall Visit 0943,Galle,Nature,Nature activity in Galle suitable for family travelers.,6.018983,80.269802,09:00-18:00,High,Family,4
ACT_00944,Ratnapura Church Heritage Visit 0944,Ratnapura,Religious,Religious activity in Ratnapura suitable for couple travelers.,6.661762,80.344633,09:00-18:00,Medium,Couple,1
ACT_00945,Ella Tea Estate Tour 0945,Ella,Nature,Nature activity in Ella suitable for group travelers.,6.911895,81.08389,06:00-18:00,High,Group,5
ACT_00946,Kalutara Hindu Temple Visit 0946,Kalutara,Religious,Religious activity in Kalutara suitable for senior travelers.,6.554036,79.958995,05:30-20:00,High,Senior,1
ACT_00947,Galle Waterfall Visit 0947,Galle,Nature,Nature activity in Galle suitable for family travelers.,6.097611,80.180651,09:00-18:00,High,Family,2
ACT_00948,Galle Ayurveda Session 0948,Galle,Wellness,Wellness activity in Galle suitable for group travelers.,6.017942,80.204568,05:30-20:00,High,Group,4
ACT_00949,Ampara Pilgrimage Walk 0949,Ampara,Religious,Religious activity in Ampara suitable for adventure travelers.,7.265013,81.678635,08:00-17:00,Medium,Adventure,3
ACT_00950,Puttalam National Park Safari 0950,Puttalam,Wildlife,Wildlife activity in Puttalam suitable for couple travelers.,7.967641,79.796677,09:00-18:00,Medium,Couple,4
ACT_00951,Jaffna Botanical Garden Walk 0951,Jaffna,Nature,Nature activity in Jaffna suitable for adventure travelers.,9.724955,80.031989,08:00-17:00,Low,Adventure,2
ACT_00952,Galle Sunset Walk 0952,Galle,Beach,Beach activity in Galle suitable for senior travelers.,6.096109,80.1496,06:00-18:00,Medium,Senior,6
ACT_00953,Colombo Bird Sanctuary Visit 0953,Colombo,Wildlife,Wildlife activity in Colombo suitable for solo travelers.,6.974705,79.824657,05:30-20:00,Low,Solo,2
ACT_00954,Batticaloa Lagoon Boat Ride 0954,Batticaloa,Beach,Beach activity in Batticaloa suitable for family travelers.,7.70849,81.657695,09:00-18:00,Medium,Family,2
ACT_00955,Mannar Rock Climbing 0955,Mannar,Adventure,Adventure activity in Mannar suitable for couple travelers.,9.004638,79.90327,09:00-18:00,Medium,Couple,1
ACT_00956,Vavuniya Safari Ride 0956,Vavuniya,Adventure,Adventure activity in Vavuniya suitable for adventure travelers.,8.690116,80.508972,06:00-18:00,Low,Adventure,2
ACT_00957,Kilinochchi Lagoon Boat Ride 0957,Kilinochchi,Beach,Beach activity in Kilinochchi suitable for kids travelers.,9.345014,80.308871,08:00-17:00,High,Kids,6
ACT_00958,Kalutara Museum Tour 0958,Kalutara,Culture,Culture activity in Kalutara suitable for adventure travelers.,6.622183,79.965091,24 Hours,Medium,Adventure,2
ACT_00959,Ampara Tea Tasting 0959,Ampara,Food,Food activity in Ampara suitable for solo travelers.,7.35598,81.606671,05:30-20:00,Medium,Solo,4
ACT_00960,Colombo Seafood Experience 0960,Colombo,Food,Food activity in Colombo suitable for kids travelers.,6.935187,79.859822,10:00-22:00,High,Kids,3
ACT_00961,Galle Bird Watching 0961,Galle,Nature,Nature activity in Galle suitable for kids travelers.,6.013856,80.144336,08:00-17:00,High,Kids,3
ACT_00962,Kandy Ancient City Tour 0962,Kandy,Culture,Culture activity in Kandy suitable for solo travelers.,7.226686,80.696886,08:00-17:00,Low,Solo,5
ACT_00963,Kurunegala Hiking 0963,Kurunegala,Adventure,Adventure activity in Kurunegala suitable for couple travelers.,7.498542,80.384934,05:30-20:00,Low,Couple,4
ACT_00964,Badulla Street Food Tour 0964,Badulla,Food,Food activity in Badulla suitable for senior travelers.,7.004123,81.076676,06:00-18:00,High,Senior,4
ACT_00965,Anuradhapura Ayurveda Session 0965,Anuradhapura,Wellness,Wellness activity in Anuradhapura suitable for kids travelers.,8.23554,80.408657,08:00-17:00,High,Kids,5
ACT_00966,Trincomalee Museum Tour 0966,Trincomalee,Culture,Culture activity in Trincomalee suitable for senior travelers.,8.585774,81.161917,06:00-18:00,High,Senior,5
ACT_00967,Ratnapura Tea Tasting 0967,Ratnapura,Food,Food activity in Ratnapura suitable for kids travelers.,6.670069,80.448417,06:00-18:00,High,Kids,5
ACT_00968,Nuwara Eliya Botanical Garden Walk 0968,Nuwara Eliya,Nature,Nature activity in Nuwara Eliya suitable for kids travelers.,6.979915,80.788394,09:00-18:00,Low,Kids,5
ACT_00969,Jaffna Spa Treatment 0969,Jaffna,Wellness,Wellness activity in Jaffna suitable for group travelers.,9.706701,80.006474,24 Hours,High,Group,2
ACT_00970,Kalutara Bird Watching 0970,Kalutara,Nature,Nature activity in Kalutara suitable for senior travelers.,6.641558,79.883709,10:00-22:00,Low,Senior,6
ACT_00971,Polonnaruwa Wellness Retreat 0971,Polonnaruwa,Wellness,Wellness activity in Polonnaruwa suitable for family travelers.,7.915666,80.961311,10:00-22:00,Low,Family,5
ACT_00972,Polonnaruwa Tea Estate Tour 0972,Polonnaruwa,Nature,Nature activity in Polonnaruwa suitable for couple travelers.,7.982337,80.952665,10:00-22:00,High,Couple,6
ACT_00973,Kalutara Rock Climbing 0973,Kalutara,Adventure,Adventure activity in Kalutara suitable for kids travelers.,6.562753,79.973825,09:00-18:00,Low,Kids,6
ACT_00974,Galle Elephant Watching 0974,Galle,Wildlife,Wildlife activity in Galle suitable for couple travelers.,6.005448,80.25661,24 Hours,Low,Couple,3
ACT_00975,Ratnapura Botanical Garden Walk 0975,Ratnapura,Nature,Nature activity in Ratnapura suitable for group travelers.,6.710034,80.460023,06:00-18:00,High,Group,3
ACT_00976,Jaffna Rock Climbing 0976,Jaffna,Adventure,Adventure activity in Jaffna suitable for adventure travelers.,9.724854,79.96787,24 Hours,High,Adventure,2
ACT_00977,Ratnapura Seafood Experience 0977,Ratnapura,Food,Food activity in Ratnapura suitable for family travelers.,6.751526,80.396955,06:00-18:00,Low,Family,2
ACT_00978,Hambantota Church Heritage Visit 0978,Hambantota,Religious,Religious activity in Hambantota suitable for solo travelers.,6.162381,81.195488,05:30-20:00,High,Solo,2
ACT_00979,Monaragala Meditation Session 0979,Monaragala,Wellness,Wellness activity in Monaragala suitable for group travelers.,6.922313,81.308867,06:00-18:00,Medium,Group,2
ACT_00980,Ampara Beach Relaxation 0980,Ampara,Beach,Beach activity in Ampara suitable for family travelers.,7.361409,81.710222,05:30-20:00,High,Family,4
ACT_00981,Vavuniya Traditional Village Visit 0981,Vavuniya,Culture,Culture activity in Vavuniya suitable for solo travelers.,8.709544,80.538748,09:00-18:00,Low,Solo,2
ACT_00982,Anuradhapura Hiking 0982,Anuradhapura,Adventure,Adventure activity in Anuradhapura suitable for solo travelers.,8.256312,80.441172,06:00-18:00,Low,Solo,3
ACT_00983,Puttalam Traditional Village Visit 0983,Puttalam,Culture,Culture activity in Puttalam suitable for group travelers.,8.093829,79.800312,06:00-18:00,High,Group,6
ACT_00984,Kurunegala Lagoon Boat Ride 0984,Kurunegala,Beach,Beach activity in Kurunegala suitable for senior travelers.,7.543915,80.324436,08:00-17:00,Medium,Senior,6
ACT_00985,Monaragala Street Food Tour 0985,Monaragala,Food,Food activity in Monaragala suitable for kids travelers.,6.861084,81.356489,08:00-17:00,Low,Kids,4
ACT_00986,Anuradhapura Surfing Lesson 0986,Anuradhapura,Beach,Beach activity in Anuradhapura suitable for family travelers.,8.323994,80.371741,05:30-20:00,Low,Family,2
ACT_00987,Matale Bird Watching 0987,Matale,Nature,Nature activity in Matale suitable for family travelers.,7.405376,80.639304,08:00-17:00,High,Family,5
ACT_00988,Ratnapura Sunset Walk 0988,Ratnapura,Beach,Beach activity in Ratnapura suitable for couple travelers.,6.695605,80.43894,10:00-22:00,Low,Couple,5
ACT_00989,Puttalam Temple Visit 0989,Puttalam,Culture,Culture activity in Puttalam suitable for solo travelers.,8.068969,79.883775,05:30-20:00,Medium,Solo,5
ACT_00990,Mannar Whale Watching 0990,Mannar,Wildlife,Wildlife activity in Mannar suitable for senior travelers.,8.930156,79.887223,09:00-18:00,High,Senior,3
ACT_00991,Negombo Beach Relaxation 0991,Negombo,Beach,Beach activity in Negombo suitable for couple travelers.,7.218,79.827203,24 Hours,High,Couple,6
ACT_00992,Negombo Tea Tasting 0992,Negombo,Food,Food activity in Negombo suitable for couple travelers.,7.159022,79.75693,24 Hours,Low,Couple,1
ACT_00993,Vavuniya Bird Sanctuary Visit 0993,Vavuniya,Wildlife,Wildlife activity in Vavuniya suitable for senior travelers.,8.780046,80.481365,05:30-20:00,Medium,Senior,4
ACT_00994,Ella Elephant Watching 0994,Ella,Wildlife,Wildlife activity in Ella suitable for group travelers.,6.815467,81.091303,10:00-22:00,Medium,Group,3
ACT_00995,Kandy Spa Treatment 0995,Kandy,Wellness,Wellness activity in Kandy suitable for senior travelers.,7.268798,80.696117,10:00-22:00,Medium,Senior,1
ACT_00996,Mullaitivu Cycling Tour 0996,Mullaitivu,Adventure,Adventure activity in Mullaitivu suitable for family travelers.,9.222241,80.809259,08:00-17:00,Low,Family,1
ACT_00997,Badulla Cycling Tour 0997,Badulla,Adventure,Adventure activity in Badulla suitable for couple travelers.,6.986863,81.012346,09:00-18:00,Low,Couple,6
ACT_00998,Batticaloa Elephant Watching 0998,Batticaloa,Wildlife,Wildlife activity in Batticaloa suitable for adventure travelers.,7.788064,81.669966,24 Hours,High,Adventure,5
ACT_00999,Galle Safari Ride 0999,Galle,Adventure,Adventure activity in Galle suitable for kids travelers.,6.095903,80.237027,10:00-22:00,High,Kids,4
ACT_01000,Anuradhapura Snorkeling 1000,Anuradhapura,Beach,Beach activity in Anuradhapura suitable for kids travelers.,8.316304,80.396247,08:00-17:00,Low,Kids,3
ACT_01001,Trincomalee Spice Garden Visit 1001,Trincomalee,Food,Food activity in Trincomalee suitable for senior travelers.,8.556529,81.166764,05:30-20:00,Low,Senior,4
ACT_01002,Nuwara Eliya Hindu Temple Visit 1002,Nuwara Eliya,Religious,Religious activity in Nuwara Eliya suitable for adventure travelers.,7.026385,80.712352,09:00-18:00,High,Adventure,1
ACT_01003,Ampara Snorkeling 1003,Ampara,Beach,Beach activity in Ampara suitable for family travelers.,7.294722,81.604311,08:00-17:00,High,Family,2
ACT_01004,Mannar Cycling Tour 1004,Mannar,Adventure,Adventure activity in Mannar suitable for solo travelers.,9.035082,79.95498,10:00-22:00,Medium,Solo,4
ACT_01005,Kalutara Yoga Morning 1005,Kalutara,Wellness,Wellness activity in Kalutara suitable for solo travelers.,6.608617,79.919846,10:00-22:00,Low,Solo,5
ACT_01006,Jaffna Beach Relaxation 1006,Jaffna,Beach,Beach activity in Jaffna suitable for family travelers.,9.641328,79.992467,05:30-20:00,Low,Family,4
ACT_01007,Polonnaruwa Tea Tasting 1007,Polonnaruwa,Food,Food activity in Polonnaruwa suitable for group travelers.,7.908365,81.082765,05:30-20:00,Low,Group,2
ACT_01008,Matale Tea Estate Tour 1008,Matale,Nature,Nature activity in Matale suitable for couple travelers.,7.444062,80.61532,09:00-18:00,Low,Couple,6
ACT_01009,Mullaitivu Buddhist Temple Tour 1009,Mullaitivu,Religious,Religious activity in Mullaitivu suitable for group travelers.,9.310557,80.759969,09:00-18:00,Low,Group,1
ACT_01010,Hambantota Cycling Tour 1010,Hambantota,Adventure,Adventure activity in Hambantota suitable for family travelers.,6.165003,81.148326,08:00-17:00,High,Family,1
ACT_01011,Mannar Safari Ride 1011,Mannar,Adventure,Adventure activity in Mannar suitable for adventure travelers.,9.038483,79.914266,08:00-17:00,High,Adventure,2
ACT_01012,Vavuniya Sacred Site Visit 1012,Vavuniya,Religious,Religious activity in Vavuniya suitable for adventure travelers.,8.755577,80.444667,08:00-17:00,Low,Adventure,1
ACT_01013,Matara Sunset Walk 1013,Matara,Beach,Beach activity in Matara suitable for group travelers.,5.991014,80.523097,08:00-17:00,High,Group,1
ACT_01014,Hambantota Ancient City Tour 1014,Hambantota,Culture,Culture activity in Hambantota suitable for solo travelers.,6.156078,81.181423,05:30-20:00,Medium,Solo,4
ACT_01015,Ratnapura Surfing Lesson 1015,Ratnapura,Beach,Beach activity in Ratnapura suitable for couple travelers.,6.691795,80.347038,09:00-18:00,Low,Couple,3
ACT_01016,Polonnaruwa Ayurveda Session 1016,Polonnaruwa,Wellness,Wellness activity in Polonnaruwa suitable for family travelers.,7.864304,81.060896,09:00-18:00,Medium,Family,4
ACT_01017,Kalutara Safari Ride 1017,Kalutara,Adventure,Adventure activity in Kalutara suitable for family travelers.,6.568215,79.94232,10:00-22:00,High,Family,3
ACT_01018,Colombo Elephant Watching 1018,Colombo,Wildlife,Wildlife activity in Colombo suitable for group travelers.,6.89845,79.87441,06:00-18:00,Medium,Group,4
ACT_01019,Ella Safari Ride 1019,Ella,Adventure,Adventure activity in Ella suitable for senior travelers.,6.81972,80.98258,05:30-20:00,High,Senior,2
ACT_01020,Jaffna Rock Climbing 1020,Jaffna,Adventure,Adventure activity in Jaffna suitable for solo travelers.,9.615445,80.046343,09:00-18:00,High,Solo,1
ACT_01021,Puttalam Yoga Morning 1021,Puttalam,Wellness,Wellness activity in Puttalam suitable for senior travelers.,8.067845,79.793608,05:30-20:00,Low,Senior,4
ACT_01022,Trincomalee Waterfall Visit 1022,Trincomalee,Nature,Nature activity in Trincomalee suitable for adventure travelers.,8.522254,81.225116,10:00-22:00,Low,Adventure,5
ACT_01023,Puttalam Spa Treatment 1023,Puttalam,Wellness,Wellness activity in Puttalam suitable for kids travelers.,7.983121,79.762645,06:00-18:00,Medium,Kids,2
ACT_01024,Ratnapura Rock Climbing 1024,Ratnapura,Adventure,Adventure activity in Ratnapura suitable for family travelers.,6.659741,80.431846,24 Hours,Low,Family,6
ACT_01025,Hambantota Ancient City Tour 1025,Hambantota,Culture,Culture activity in Hambantota suitable for kids travelers.,6.129089,81.175541,09:00-18:00,High,Kids,3
ACT_01026,Kilinochchi Meditation Session 1026,Kilinochchi,Wellness,Wellness activity in Kilinochchi suitable for group travelers.,9.380452,80.334608,09:00-18:00,Medium,Group,1
ACT_01027,Polonnaruwa Botanical Garden Walk 1027,Polonnaruwa,Nature,Nature activity in Polonnaruwa suitable for solo travelers.,7.911256,81.066266,09:00-18:00,Low,Solo,5
ACT_01028,Puttalam Botanical Garden Walk 1028,Puttalam,Nature,Nature activity in Puttalam suitable for family travelers.,7.987647,79.854561,05:30-20:00,High,Family,5
ACT_01029,Hambantota Turtle Hatchery Visit 1029,Hambantota,Wildlife,Wildlife activity in Hambantota suitable for solo travelers.,6.158854,81.074158,10:00-22:00,Medium,Solo,2
ACT_01030,Mannar Forest Trail 1030,Mannar,Nature,Nature activity in Mannar suitable for kids travelers.,8.974293,79.859144,05:30-20:00,Low,Kids,2
ACT_01031,Polonnaruwa Forest Trail 1031,Polonnaruwa,Nature,Nature activity in Polonnaruwa suitable for kids travelers.,7.996408,81.057324,05:30-20:00,Medium,Kids,6
ACT_01032,Hambantota Cycling Tour 1032,Hambantota,Adventure,Adventure activity in Hambantota suitable for family travelers.,6.116734,81.084372,24 Hours,High,Family,4
ACT_01033,Ampara Ayurveda Session 1033,Ampara,Wellness,Wellness activity in Ampara suitable for family travelers.,7.301311,81.680494,24 Hours,Low,Family,3
ACT_01034,Batticaloa Spice Garden Visit 1034,Batticaloa,Food,Food activity in Batticaloa suitable for adventure travelers.,7.763778,81.715908,08:00-17:00,Low,Adventure,5
ACT_01035,Nuwara Eliya Temple Visit 1035,Nuwara Eliya,Culture,Culture activity in Nuwara Eliya suitable for couple travelers.,7.021946,80.829934,06:00-18:00,Medium,Couple,2
ACT_01036,Colombo Tea Tasting 1036,Colombo,Food,Food activity in Colombo suitable for adventure travelers.,6.897347,79.903969,09:00-18:00,High,Adventure,1
ACT_01037,Polonnaruwa Yoga Morning 1037,Polonnaruwa,Wellness,Wellness activity in Polonnaruwa suitable for kids travelers.,7.984069,80.955416,10:00-22:00,Medium,Kids,1
ACT_01038,Jaffna Wellness Retreat 1038,Jaffna,Wellness,Wellness activity in Jaffna suitable for kids travelers.,9.609501,80.093962,24 Hours,High,Kids,3
ACT_01039,Kurunegala Turtle Hatchery Visit 1039,Kurunegala,Wildlife,Wildlife activity in Kurunegala suitable for senior travelers.,7.411664,80.288871,06:00-18:00,High,Senior,3
ACT_01040,Ratnapura Bird Watching 1040,Ratnapura,Nature,Nature activity in Ratnapura suitable for solo travelers.,6.736967,80.375854,09:00-18:00,High,Solo,4
ACT_01041,Kandy Hiking 1041,Kandy,Adventure,Adventure activity in Kandy suitable for adventure travelers.,7.224044,80.595752,06:00-18:00,Medium,Adventure,1
ACT_01042,Kurunegala Safari Ride 1042,Kurunegala,Adventure,Adventure activity in Kurunegala suitable for couple travelers.,7.497796,80.384518,05:30-20:00,Medium,Couple,4
ACT_01043,Ratnapura Botanical Garden Walk 1043,Ratnapura,Nature,Nature activity in Ratnapura suitable for group travelers.,6.686677,80.391141,24 Hours,Medium,Group,3
ACT_01044,Badulla Cycling Tour 1044,Badulla,Adventure,Adventure activity in Badulla suitable for solo travelers.,6.966211,81.044498,06:00-18:00,High,Solo,2
ACT_01045,Matara Elephant Watching 1045,Matara,Wildlife,Wildlife activity in Matara suitable for couple travelers.,5.967503,80.570996,09:00-18:00,High,Couple,3
ACT_01046,Matara Safari Ride 1046,Matara,Adventure,Adventure activity in Matara suitable for family travelers.,5.984031,80.605347,06:00-18:00,Medium,Family,5
ACT_01047,Negombo Heritage Walk 1047,Negombo,Culture,Culture activity in Negombo suitable for senior travelers.,7.184464,79.77991,09:00-18:00,Medium,Senior,6
ACT_01048,Kandy Pilgrimage Walk 1048,Kandy,Religious,Religious activity in Kandy suitable for adventure travelers.,7.254529,80.640157,24 Hours,Medium,Adventure,2
ACT_01049,Galle National Park Safari 1049,Galle,Wildlife,Wildlife activity in Galle suitable for couple travelers.,6.115909,80.251697,06:00-18:00,High,Couple,2
ACT_01050,Kandy Ayurveda Session 1050,Kandy,Wellness,Wellness activity in Kandy suitable for couple travelers.,7.221811,80.595932,24 Hours,Low,Couple,1
ACT_01051,Anuradhapura Tea Estate Tour 1051,Anuradhapura,Nature,Nature activity in Anuradhapura suitable for solo travelers.,8.301435,80.377881,08:00-17:00,Medium,Solo,1
ACT_01052,Batticaloa Waterfall Visit 1052,Batticaloa,Nature,Nature activity in Batticaloa suitable for group travelers.,7.763757,81.613013,08:00-17:00,High,Group,5
ACT_01053,Hambantota Heritage Walk 1053,Hambantota,Culture,Culture activity in Hambantota suitable for adventure travelers.,6.12637,81.072543,05:30-20:00,Medium,Adventure,4
ACT_01054,Galle Pilgrimage Walk 1054,Galle,Religious,Religious activity in Galle suitable for group travelers.,6.009535,80.141733,24 Hours,Medium,Group,5
ACT_01055,Colombo Botanical Garden Walk 1055,Colombo,Nature,Nature activity in Colombo suitable for kids travelers.,6.937701,79.823372,24 Hours,Low,Kids,3
ACT_01056,Colombo Ancient City Tour 1056,Colombo,Culture,Culture activity in Colombo suitable for adventure travelers.,6.907786,79.789634,06:00-18:00,Low,Adventure,2
ACT_01057,Colombo Hindu Temple Visit 1057,Colombo,Religious,Religious activity in Colombo suitable for adventure travelers.,6.893622,79.860053,09:00-18:00,High,Adventure,4
ACT_01058,Kilinochchi Spa Treatment 1058,Kilinochchi,Wellness,Wellness activity in Kilinochchi suitable for family travelers.,9.333421,80.437308,24 Hours,Low,Family,6
ACT_01059,Puttalam Ayurveda Session 1059,Puttalam,Wellness,Wellness activity in Puttalam suitable for adventure travelers.,8.101583,79.908066,09:00-18:00,High,Adventure,1
ACT_01060,Mannar Cycling Tour 1060,Mannar,Adventure,Adventure activity in Mannar suitable for couple travelers.,8.966199,79.83043,05:30-20:00,Low,Couple,3
ACT_01061,Trincomalee Ayurveda Session 1061,Trincomalee,Wellness,Wellness activity in Trincomalee suitable for group travelers.,8.57768,81.23358,10:00-22:00,High,Group,3
ACT_01062,Anuradhapura National Park Safari 1062,Anuradhapura,Wildlife,Wildlife activity in Anuradhapura suitable for couple travelers.,8.238874,80.332378,10:00-22:00,Low,Couple,2
ACT_01063,Trincomalee Cooking Class 1063,Trincomalee,Food,Food activity in Trincomalee suitable for family travelers.,8.646671,81.21336,06:00-18:00,Medium,Family,6
ACT_01064,Kurunegala Museum Tour 1064,Kurunegala,Culture,Culture activity in Kurunegala suitable for group travelers.,7.480204,80.316003,05:30-20:00,High,Group,6
ACT_01065,Kilinochchi Tea Estate Tour 1065,Kilinochchi,Nature,Nature activity in Kilinochchi suitable for group travelers.,9.40199,80.338565,08:00-17:00,Low,Group,2
ACT_01066,Vavuniya Whale Watching 1066,Vavuniya,Wildlife,Wildlife activity in Vavuniya suitable for adventure travelers.,8.774903,80.47135,10:00-22:00,High,Adventure,2
ACT_01067,Galle Bird Watching 1067,Galle,Nature,Nature activity in Galle suitable for couple travelers.,6.00681,80.192293,05:30-20:00,Low,Couple,2
ACT_01068,Monaragala Elephant Watching 1068,Monaragala,Wildlife,Wildlife activity in Monaragala suitable for group travelers.,6.951089,81.330818,09:00-18:00,Low,Group,3
ACT_01069,Mannar Rock Climbing 1069,Mannar,Adventure,Adventure activity in Mannar suitable for family travelers.,8.934121,79.964255,06:00-18:00,Low,Family,4
ACT_01070,Monaragala Cycling Tour 1070,Monaragala,Adventure,Adventure activity in Monaragala suitable for senior travelers.,6.919072,81.390211,10:00-22:00,Medium,Senior,4
ACT_01071,Batticaloa Hindu Temple Visit 1071,Batticaloa,Religious,Religious activity in Batticaloa suitable for solo travelers.,7.789264,81.742726,05:30-20:00,Medium,Solo,3
ACT_01072,Kandy Bird Sanctuary Visit 1072,Kandy,Wildlife,Wildlife activity in Kandy suitable for senior travelers.,7.32386,80.636725,05:30-20:00,Low,Senior,3
ACT_01073,Colombo Buddhist Temple Tour 1073,Colombo,Religious,Religious activity in Colombo suitable for senior travelers.,6.903508,79.782522,05:30-20:00,Low,Senior,3
ACT_01074,Puttalam Ancient City Tour 1074,Puttalam,Culture,Culture activity in Puttalam suitable for solo travelers.,8.001183,79.874497,06:00-18:00,Low,Solo,2
ACT_01075,Kalutara Bird Sanctuary Visit 1075,Kalutara,Wildlife,Wildlife activity in Kalutara suitable for solo travelers.,6.583717,79.996786,06:00-18:00,Low,Solo,1
ACT_01076,Badulla Church Heritage Visit 1076,Badulla,Religious,Religious activity in Badulla suitable for family travelers.,6.920711,81.071664,05:30-20:00,Low,Family,3
ACT_01077,Matara Hiking 1077,Matara,Adventure,Adventure activity in Matara suitable for solo travelers.,5.947143,80.603128,08:00-17:00,High,Solo,4
ACT_01078,Hambantota Tea Estate Tour 1078,Hambantota,Nature,Nature activity in Hambantota suitable for group travelers.,6.186511,81.185243,10:00-22:00,Medium,Group,3
ACT_01079,Kalutara Bird Watching 1079,Kalutara,Nature,Nature activity in Kalutara suitable for family travelers.,6.559241,79.977162,24 Hours,High,Family,6
ACT_01080,Ratnapura Street Food Tour 1080,Ratnapura,Food,Food activity in Ratnapura suitable for couple travelers.,6.726985,80.432392,05:30-20:00,High,Couple,3
ACT_01081,Matara Buddhist Temple Tour 1081,Matara,Religious,Religious activity in Matara suitable for group travelers.,5.940638,80.631716,05:30-20:00,High,Group,4
ACT_01082,Ella Bird Sanctuary Visit 1082,Ella,Wildlife,Wildlife activity in Ella suitable for senior travelers.,6.847374,80.984992,24 Hours,Medium,Senior,4
ACT_01083,Negombo Sunset Walk 1083,Negombo,Beach,Beach activity in Negombo suitable for senior travelers.,7.208006,79.806545,08:00-17:00,High,Senior,1
ACT_01084,Negombo Elephant Watching 1084,Negombo,Wildlife,Wildlife activity in Negombo suitable for couple travelers.,7.174176,79.8766,06:00-18:00,Low,Couple,3
ACT_01085,Vavuniya Cooking Class 1085,Vavuniya,Food,Food activity in Vavuniya suitable for adventure travelers.,8.810304,80.492063,09:00-18:00,Low,Adventure,6
ACT_01086,Monaragala Bird Watching 1086,Monaragala,Nature,Nature activity in Monaragala suitable for adventure travelers.,6.826019,81.421096,24 Hours,High,Adventure,2
ACT_01087,Batticaloa Cooking Class 1087,Batticaloa,Food,Food activity in Batticaloa suitable for family travelers.,7.639974,81.738787,24 Hours,High,Family,4
ACT_01088,Vavuniya Temple Visit 1088,Vavuniya,Culture,Culture activity in Vavuniya suitable for couple travelers.,8.763386,80.437235,24 Hours,Medium,Couple,1
ACT_01089,Monaragala Hindu Temple Visit 1089,Monaragala,Religious,Religious activity in Monaragala suitable for solo travelers.,6.931049,81.375255,06:00-18:00,Medium,Solo,6
ACT_01090,Hambantota Hiking 1090,Hambantota,Adventure,Adventure activity in Hambantota suitable for group travelers.,6.050809,81.104681,24 Hours,Low,Group,6
ACT_01091,Ampara Bird Sanctuary Visit 1091,Ampara,Wildlife,Wildlife activity in Ampara suitable for family travelers.,7.243056,81.689374,06:00-18:00,High,Family,2
ACT_01092,Colombo Cooking Class 1092,Colombo,Food,Food activity in Colombo suitable for group travelers.,6.89219,79.911229,05:30-20:00,Medium,Group,3
ACT_01093,Matale Heritage Walk 1093,Matale,Culture,Culture activity in Matale suitable for senior travelers.,7.504194,80.601421,06:00-18:00,Medium,Senior,2
ACT_01094,Badulla Temple Visit 1094,Badulla,Culture,Culture activity in Badulla suitable for family travelers.,6.955382,81.092338,08:00-17:00,High,Family,5
ACT_01095,Polonnaruwa Beach Relaxation 1095,Polonnaruwa,Beach,Beach activity in Polonnaruwa suitable for adventure travelers.,7.929867,81.060622,05:30-20:00,Medium,Adventure,5
ACT_01096,Vavuniya National Park Safari 1096,Vavuniya,Wildlife,Wildlife activity in Vavuniya suitable for family travelers.,8.807718,80.450638,06:00-18:00,High,Family,5
ACT_01097,Monaragala Street Food Tour 1097,Monaragala,Food,Food activity in Monaragala suitable for family travelers.,6.881701,81.29133,24 Hours,Low,Family,5
