route_code,route_name,road_segment,gradient,terrain,road_surface,elevation,friction,road_width,hazard_type,risk_factor,season,historical_occurrence_count,severity_level,risk_level,road_data_available,match_type,source_repaired
A11,A11 Polonnaruwa (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,41,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),120,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,75,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,52,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,135,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,110,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Jan,9,Low,Low,0,no-road-data,0
A11,A11 Polonnaruwa (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,145,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,46,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,125,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,82,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,38,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),115,High,High,0,no-road-data,0
A11,A11 Polonnaruwa (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,130,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 40-42),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,95,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 42-44),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),125,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 44-46),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,42,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 46-48),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,18,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 48-50),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,110,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 50-52),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,65,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 52-54),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,55,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 54-56),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,135,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 56-58),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,24,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 58-60),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,145,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 60-62),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,49,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 62-64),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),120,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 64-66),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,78,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 66-68),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,44,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 68-70),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,15,Medium,Medium,0,no-road-data,0
A12,A12 Anuradhapura (KM 70-72),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,130,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 72-74),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,115,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 74-76),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Poor Lighting,Year-round,62,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 76-78),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,105,High,High,0,no-road-data,0
A12,A12 Anuradhapura (KM 78-80),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,70,Medium,Medium,0,no-road-data,0
B245,B245 Kaduwela (KM 1-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,May-Jul (Monsoon),42,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 2-3),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,May-Jul (Monsoon),35,Medium,Medium,0,no-road-data,0
B245,B245 Kaduwela (KM 3-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,May-Jul (Monsoon),55,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 4-5),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),48,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 5-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,65,Medium,Medium,0,no-road-data,0
B245,B245 Kaduwela (KM 6-7),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,May-Jul (Monsoon),38,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 7-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),22,Medium,Medium,0,no-road-data,0
B245,B245 Kaduwela (KM 8-9),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,72,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 9-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,May-Jul (Monsoon),51,High,High,0,no-road-data,0
B245,B245 Kaduwela (KM 10-11),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,45,Medium,Medium,0,no-road-data,0
A2,A2 Colombo-Galle (KM 10-12),A2 Colombo-Galle-Wellawaya Segment 10,1.0,Coastal,Aspalt - Good,16.0,0.74,Wide,Accident Blackspot,Severe Congestion,Year-round,135,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 12-14),A2 Colombo-Galle-Wellawaya Segment 12,2.0,Flat,Aspalt - Good,20.0,0.73,Wide,Accident Blackspot,Complex Junction,Year-round,120,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 14-16),A2 Colombo-Galle-Wellawaya Segment 14,2.0,Flat,Aspalt - Good,25.0,0.72,Medium,Accident Blackspot,Pedestrian Activity,Year-round,115,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 16-18),A2 Colombo-Galle-Wellawaya Segment 16,3.0,Flat,Aspalt - Fair,35.0,0.59,Medium,Flash Flood,Coastal Inundation,May-Jul (Monsoon),18,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 18-20),A2 Colombo-Galle-Wellawaya Segment 18,5.0,Hilly,Aspalt - Fair,50.0,0.58,Medium,Accident Blackspot,Mixed Traffic,Year-round,105,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 20-22),A2 Colombo-Galle-Wellawaya Segment 20,6.0,Hilly,Aspalt - Fair,70.0,0.57,Medium,Accident Blackspot,Unregulated Access,Year-round,98,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 22-24),A2 Colombo-Galle-Wellawaya Segment 22,6.0,Hilly,Aspalt - Good,100.0,0.68,Medium,Accident Blackspot,Speeding,Year-round,92,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 24-26),A2 Colombo-Galle-Wellawaya Segment 24,6.0,Hilly,Aspalt - Good,130.0,0.67,Medium,Flash Flood,Poor Drainage,May-Jul (Monsoon),12,Low,Low,1,exact,0
A2,A2 Colombo-Galle (KM 26-28),A2 Colombo-Galle-Wellawaya Segment 26,7.0,Hilly,Aspalt - Fair,160.0,0.55,Medium,Accident Blackspot,Wet Surface,May-Jul (Monsoon),65,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 28-30),A2 Colombo-Galle-Wellawaya Segment 28,5.0,Hilly,Aspalt - Fair,185.0,0.57,Medium,Accident Blackspot,Complex Junction,Year-round,110,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 30-32),A2 Colombo-Galle-Wellawaya Segment 30,3.0,Hilly,Aspalt - Good,205.0,0.71,Wide,Accident Blackspot,Pedestrian Activity,Year-round,102,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 32-34),A2 Colombo-Galle-Wellawaya Segment 32,3.0,Flat,Aspalt - Good,215.0,0.73,Wide,Flash Flood,River Overflow,May-Jul (Monsoon),25,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 34-36),A2 Colombo-Galle-Wellawaya Segment 34,1.0,Flat,Aspalt - Fair,225.0,0.64,Wide,Accident Blackspot,Speeding,Year-round,88,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 36-38),A2 Colombo-Galle-Wellawaya Segment 36,3.0,Hilly,Aspalt - Good,240.0,0.71,Wide,Accident Blackspot,Mixed Traffic,Year-round,75,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 38-40),A2 Colombo-Galle-Wellawaya Segment 38,5.0,Hilly,Aspalt - Good,265.0,0.68,Medium,Accident Blackspot,Unregulated Access,Year-round,95,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 40-42),A2 Colombo-Galle-Wellawaya Segment 40,6.0,Hilly,Aspalt - Fair,295.0,0.56,Medium,Flash Flood,Coastal Inundation,May-Jul (Monsoon),10,Low,Low,1,exact,0
A2,A2 Colombo-Galle (KM 42-44),A2 Colombo-Galle-Wellawaya Segment 42,7.0,Hilly,Aspalt - Fair,325.0,0.54,Medium,Accident Blackspot,Severe Congestion,Year-round,108,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 44-46),A2 Colombo-Galle-Wellawaya Segment 44,5.0,Hilly,Aspalt - Good,355.0,0.69,Wide,Accident Blackspot,Complex Junction,Year-round,115,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 46-48),A2 Colombo-Galle-Wellawaya Segment 46,3.0,Hilly,Aspalt - Good,385.0,0.72,Wide,Accident Blackspot,Pedestrian Activity,Year-round,98,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 48-50),A2 Colombo-Galle-Wellawaya Segment 48,5.0,Hilly,Concrete,415.0,0.78,Medium,Flash Flood,River Overflow,May-Jul (Monsoon),22,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 50-52),A2 Colombo-Galle-Wellawaya Segment 50,5.0,Hilly,Aspalt - Good,445.0,0.68,Medium,Accident Blackspot,Mixed Traffic,Year-round,105,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 52-54),A2 Colombo-Galle-Wellawaya Segment 52,6.0,Hilly,Aspalt - Fair,475.0,0.55,Medium,Accident Blackspot,Speeding,Year-round,92,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 54-56),A2 Colombo-Galle-Wellawaya Segment 54,4.0,Hilly,Aspalt - Fair,500.0,0.6,Wide,Accident Blackspot,Wet Surface,May-Jul (Monsoon),68,Medium,Medium,1,exact,0
A2,A2 Colombo-Galle (KM 56-58),A2 Colombo-Galle-Wellawaya Segment 56,2.0,Hilly,Aspalt - Good,520.0,0.75,Wide,Accident Blackspot,Unregulated Access,Year-round,85,High,High,1,exact,0
A2,A2 Colombo-Galle (KM 58-60),A2 Colombo-Galle-Wellawaya Segment 58,2.0,Flat,Aspalt - Fair,540.0,0.64,Wide,Flash Flood,Poor Drainage,May-Jul (Monsoon),15,Low,Low,1,exact,0
A3,A3 Puttalam (KM 80-82),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,45,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 82-84),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,Oct-Dec,52,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 84-86),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,58,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 86-88),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,75,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 88-90),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,42,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 90-92),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,65,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 92-94),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,28,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 94-96),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,82,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 96-98),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,55,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 98-100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,68,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 100-102),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Dec,32,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 102-104),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,88,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 104-106),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,62,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 106-108),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,58,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 108-110),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,48,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 110-112),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,72,High,High,0,no-road-data,0
A3,A3 Puttalam (KM 112-114),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Coastal Inundation,Oct-Dec,15,Low,Low,0,no-road-data,0
A3,A3 Puttalam (KM 114-116),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,45,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 116-118),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,25,Medium,Medium,0,no-road-data,0
A3,A3 Puttalam (KM 118-120),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,95,High,High,0,no-road-data,0
E02,E02 Outer Circular (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Normal Curve,May-Jul / Oct-Dec,45,High,High,0,no-road-data,1
E02,E02 Outer Circular (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Interchange Traffic,Year-round,52,Medium,Medium,0,no-road-data,0
E02,E02 Outer Circular (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Reverse Curve,May-Jul / Oct-Dec,68,High,High,0,no-road-data,1
E02,E02 Outer Circular (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,75,High,High,0,no-road-data,0
E02,E02 Outer Circular (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Surface Water,May-Jul / Oct-Dec,35,Medium,Medium,0,no-road-data,1
E02,E02 Outer Circular (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,May-Jul (Monsoon),8,Low,Low,0,no-road-data,0
E02,E02 Outer Circular (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Normal Curve,May-Jul / Oct-Dec,55,High,High,0,no-road-data,1
E02,E02 Outer Circular (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,48,Medium,Medium,0,no-road-data,0
E02,E02 Outer Circular (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Reverse Curve,May-Jul / Oct-Dec,72,High,High,0,no-road-data,1
E02,E02 Outer Circular (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,82,High,High,0,no-road-data,0
E02,E02 Outer Circular (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Surface Water,May-Jul / Oct-Dec,42,Medium,Medium,0,no-road-data,1
E02,E02 Outer Circular (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,May-Jul (Monsoon),12,Low,Low,0,no-road-data,0
E02,E02 Outer Circular (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Normal Curve,May-Jul / Oct-Dec,65,High,High,0,no-road-data,1
E02,E02 Outer Circular (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Interchange Traffic,Year-round,58,Medium,Medium,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Interchange Traffic,Year-round,85,High,High,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Surface Water,May-Jul / Oct-Dec,52,High,High,0,no-road-data,1
E03,E03 Colombo-Katunayake (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,May-Jul (Monsoon),25,Medium,Medium,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,65,Medium,Medium,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Reverse Curve,May-Jul / Oct-Dec,75,High,High,0,no-road-data,1
E03,E03 Colombo-Katunayake (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,92,High,High,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Normal Curve,May-Jul / Oct-Dec,48,Medium,Medium,0,no-road-data,1
E03,E03 Colombo-Katunayake (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),15,Low,Low,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,55,Medium,Medium,0,no-road-data,0
E03,E03 Colombo-Katunayake (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Reverse Curve,May-Jul / Oct-Dec,68,High,High,0,no-road-data,1
E03,E03 Colombo-Katunayake (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Interchange Traffic,Year-round,78,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Urban Traffic,Year-round,65,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Steep Gradient,May-Jul (Monsoon),14,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,51,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Rock Fall,Exposed Bedrock,May-Jul (Monsoon),9,Low,Low,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Sharp Bend,Year-round,72,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,18,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,66,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Saturated Slope,May-Jul (Monsoon),24,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,45,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,Oct-Dec,11,Low,Low,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 20-22),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,78,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 22-24),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Deforestation,May-Jul (Monsoon),16,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 24-26),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,88,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 26-28),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,Oct-Dec,21,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 28-30),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Wet Surface,May-Jul (Monsoon),39,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 30-32),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,14,Low,Low,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 32-34),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,67,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 34-36),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,15,Low,Low,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 36-38),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,48,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 38-40),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,31,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 40-42),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,73,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 42-44),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Basin Overflow,Oct-Dec,44,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 44-46),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,52,Medium,Medium,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 46-48),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),68,High,High,0,no-road-data,0
A10,A10 Katugastota-Puttalam (KM 48-50),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,81,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,105,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 2-4),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,45,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 4-6),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),125,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 6-8),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,66,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 8-10),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,140,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 10-12),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Dec,18,Low,Low,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 12-14),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,55,Medium,Medium,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 14-16),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,115,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 16-18),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,82,High,High,0,no-road-data,0
A11,A11 Habarana-Batticaloa (KM 18-20),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,74,Medium,Medium,0,no-road-data,0
